ID	chrom	start	end	Gene	isSuper	Oct4	Sox2	Nanog	Klf4	Esrrb	H3K27ac	Med1	H3K4me1	DNase
INT_STITCHED_171	chr1	56740981	56741955	NM_027661	NO	1789.725	2482.239	6019.7096	440.5402	95.939	30.0966	200.0596	613.9122	231.2276
INT_STITCHED_172	chr1	56901363	56901860	NM_139146	NO	717.9165	387.6103	717.7177	0	530.7463	0	68.3872	245.8162	177.0811
INT_STITCHED_173	chr1	57338201	57338891	NM_028546	NO	501.699	972.141	513.912	126.201	0	8.211	4.416	154.008	374.187
INT_STITCHED_174	chr1	57357878	57358399	NM_028546	NO	354.5405	414.0387	448.2163	141.6078	0	0	0	338.7021	103.7832
INT_STITCHED_175	chr1	57526813	57527770	NM_001114102	NO	2734.5318	4363.6329	6726.4659	147.9522	138.1908	341.649	563.2902	0	701.6724
INT_STITCHED_176	chr1	57668948	57670540	NM_144882	NO	1755.6576	1371.9856	2520.932	443.2128	6510.0064	616.7408	899.7984	1210.3976	597.1592
INT_STITCHED_177	chr1	58045669	58046468	NM_001177867	NO	1197.9407	1621.8901	1104.4577	0	22.4519	1174.6898	62.1622	889.8463	485.792
INT_STITCHED_178	chr1	58245066	58248201	NM_023631	NO	1657.161	1620.4815	1791.6525	626.6865	222.8985	235.4385	634.2105	3574.2135	650.826
INT_STITCHED_179	chr1	58627134	58627677	NM_172513	NO	1129.8744	288.1701	762.7521	52.8339	0	0	129.6141	398.7792	70.9701
INT_STITCHED_180	chr1	59371675	59372511	NM_001033373	NO	813.5952	549.3356	747.5512	194.2864	597.9908	0	293.6032	700.9024	306.5612
INT_STITCHED_181	chr1	59432748	59434609	NM_008057	NO	4133.4671	1321.1239	2161.3654	1487.4973	5060.9895	3979.7485	2641.3173	1292.2784	3989.2396
INT_STITCHED_182	chr1	59479507	59484404	NM_008057	NO	6948.3533	6073.2594	5379.8442	1470.0794	6136.9204	4593.8757	2853.4819	4289.772	4172.7337
INT_STITCHED_183	chr1	59505007	59506122	NM_008057	NO	1170.527	1597.572	2398.0305	424.369	330.486	2090.848	930.802	1397.095	2152.842
INT_STITCHED_184	chr1	59529060	59530548	NM_008057	NO	3009.9264	2773.3344	11968.8768	1110.792	1408.392	916.9056	889.824	922.4112	1427.8848
INT_STITCHED_185	chr1	59543982	59544804	NM_008057	NO	1123.674	670.341	1258.6464	0	3242.379	1112.9058	1433.4036	242.5722	512.4348
INT_STITCHED_186	chr1	59720029	59720899	NM_009460	NO	1218.609	770.82	792.657	150.336	0	73.08	169.041	571.59	380.364
INT_STITCHED_187	chr1	59754466	59755225	NR_028554	NO	388.9116	554.1459	1014.1758	237.4911	1029.8871	119.3907	739.7973	153.5457	812.889
INT_STITCHED_188	chr1	60489266	60489962	NM_001198570	NO	465.7632	885.5904	2450.1288	196.8984	220.5624	52.1304	182.352	565.7088	931.248
INT_STITCHED_189	chr1	60895813	60910863	NM_009843	NO	6587.385	4710.65	6883.87	3372.705	5496.26	5338.235	2891.105	6527.185	5615.155
INT_STITCHED_190	chr1	61465295	61465864	NM_001081050	NO	818.9617	409.7369	632.1021	0	0	0	104.0701	115.9622	50.8686
INT_STITCHED_191	chr1	62228137	62228784	NM_001077407	NO	845.5643	798.7215	592.5226	0	6489.9923	0	1467.9136	324.7293	1391.697
INT_STITCHED_192	chr1	62444604	62445410	NM_001077407	NO	1307.0096	770.536	2331.5968	102.765	266.786	0	175.9498	1014.2704	1209.5642
INT_STITCHED_193	chr1	62782851	62785151	NM_001077407	NO	1293.75	2251.7	2906.97	1183.35	1437.5	1187.26	964.16	2288.04	3927.25
INT_STITCHED_194	chr1	62813910	62814888	NM_001077407	NO	1054.284	1659.177	1782.894	1376.8284	6642.087	1444.995	3285.6888	1129.1988	2004.0198
INT_STITCHED_195	chr1	62829833	62830834	NM_001077407	NO	2699.1965	4750.2455	6172.6665	4.4044	72.072	1502.4009	331.7314	367.2669	1814.5127
INT_STITCHED_196	chr1	63032891	63033463	NM_001081436	NO	396.4532	288.2308	272.7868	0	37.2944	73.2732	177.32	345.202	247.9048
INT_STITCHED_197	chr1	63112537	63113106	NM_001081436	NO	679.5567	405.1849	447.0064	106.1754	0	0	85.6345	400.8036	99.1767
INT_STITCHED_198	chr1	63184212	63185368	NM_001081436	NO	1469.0448	1077.97	2457.656	93.7516	1522.1052	257.0944	1517.9436	1481.2984	2174.0892
INT_STITCHED_199	chr1	63256644	63260998	NM_146250	NO	1634.0562	1619.688	1802.556	1446.8342	1182.5464	4442.8216	2217.4922	4189.4188	2060.7482
INT_STITCHED_200	chr1	63290315	63294573	NM_028673	NO	4486.2288	2151.9932	5501.7618	0	0	0	427.929	1239.5038	3365.5232
INT_STITCHED_201	chr1	63488535	63489242	NM_011780	NO	2260.279	2092.013	4065.1793	318.6449	62.923	505.6464	556.8332	163.6705	1315.727
INT_STITCHED_202	chr1	63713892	63714842	NM_001081658	NO	1357.075	512.145	2446.535	0	246.81	0	228.38	166.155	815.67
INT_STITCHED_203	chr1	63984259	63984830	NR_027824	NO	300.0034	710.3811	572.3704	42.8821	0	0	80.1684	105.635	131.3871
INT_STITCHED_204	chr1	64055638	64056048	NR_027824	NO	493.107	792.981	1135.741	134.521	0	0	99.261	284.089	189.666
INT_STITCHED_205	chr1	64357806	64358432	NM_033563	NO	640.3354	608.6598	1009.112	93.9	1526.8766	0	275.0018	409.3414	540.1128
INT_STITCHED_206	chr1	64467643	64468247	NM_009952	NO	738.994	667.8428	1559.7092	0	0	0	67.5876	1.9932	50.1924
INT_STITCHED_207	chr1	64622918	64623861	NM_025964	NO	1473.7204	758.9264	1063.2325	0	500.0729	73.8369	420.8609	1264.563	473.1031
INT_STITCHED_208	chr1	64705880	64706573	NM_001097644	NO	850.5882	687.1095	677.4768	19.9584	0	0	67.2903	10.1178	128.3436
INT_STITCHED_209	chr1	64778909	64780781	NM_022721	NO	4817.0304	2678.0832	3594.24	2208.024	5262.3792	3769.0848	3910.7952	451.3392	4744.0224
INT_STITCHED_210	chr1	64931257	64932242	NM_001039493	NO	1602.201	1745.42	613.852	202.91	514.8595	319.4355	387.7945	850.449	367.1095
INT_STITCHED_211	chr1	64963253	64965844	NM_001039493	NO	1013.8583	1958.0187	2424.9169	179.8154	459.3843	27.9828	249.5133	1193.4146	748.2808
INT_STITCHED_212	chr1	65028744	65029405	NM_001039493	NO	751.2265	1436.8818	2944.4245	0	187.1952	0	64.8441	151.7656	228.2433
INT_STITCHED_213	chr1	65417224	65417830	NM_139270	NO	503.283	416.2008	694.2336	0	0	0	124.533	236.5218	141.8646
INT_STITCHED_214	chr1	65846570	65847392	NM_027010	NO	494.3508	1081.341	1534.0164	293.043	765.282	52.197	203.6916	493.9398	533.3958
INT_STITCHED_215	chr1	66312890	66313337	NM_001039934	NO	645.0657	296.808	995.6031	0	0	0	42.5544	72.861	242.6316
INT_STITCHED_216	chr1	66474335	66474730	NM_175510	NO	219.5805	493.434	441.8865	3.634	0	0	35.471	0	69.283
INT_STITCHED_217	chr1	66746373	66747073	NM_025683	NO	621.67	836.01	1530.83	323.05	743.61	700.42	431.41	159.81	645.54
INT_STITCHED_218	chr1	67007297	67008044	NM_021285	NO	640.0296	588.7854	1056.7062	33.615	776.133	0	8.2917	526.4856	1576.17
INT_STITCHED_219	chr1	67458147	67458539	NM_001080809	NO	360.248	310.4248	365.2656	0	264.5216	0	26.1072	171.1864	119.8736
INT_STITCHED_220	chr1	67981983	67983193	NM_001080809	NO	3011.811	2241.888	995.83	0	0	0	99.583	632.346	1243.033
INT_STITCHED_221	chr1	68350784	68351594	NM_010154	NO	747.306	837.297	1714.689	129.114	423.144	35.316	140.292	338.094	362.394
INT_STITCHED_222	chr1	69056677	69057073	NM_010154	NO	348.876	246.51	356.4792	83.3184	0	0	0	0	116.0676
INT_STITCHED_223	chr1	69914422	69914856	NM_029160	NO	905.758	331.793	649.915	0	0	14.2786	17.3166	0	225.029
INT_STITCHED_224	chr1	70853116	70853718	NM_177164	NO	1192.7426	573.405	999.5608	34.7354	488.1016	0	196.3122	226.4122	333.7488
INT_STITCHED_225	chr1	71081973	71082610	NM_007525	NO	1304.7034	672.035	444.0527	346.3369	4874.5788	131.1583	1847.7459	0	663.117
INT_STITCHED_226	chr1	71164850	71165518	NM_007525	NO	332.5304	949.9628	730.3244	92.3844	91.3156	2.8056	42.4848	318.7028	241.2816
INT_STITCHED_227	chr1	71692414	71697825	NM_010233	NO	4702.159	2742.2948	4459.7462	1995.0357	3695.1719	3584.7875	3040.4409	5496.4938	2363.5248
INT_STITCHED_228	chr1	71719790	71720485	NM_010233	NO	1966.9195	1506.4125	2171.319	334.712	620.8435	365.153	750.044	247.837	1720.8895
INT_STITCHED_229	chr1	71787686	71788202	NM_010233	NO	428.796	433.8012	469.6632	0	311.5092	74.0976	41.6412	123.0144	682.1004
INT_STITCHED_231	chr1	72275198	72276303	NM_001005423	NO	5550.636	5117.697	3440.749	879.58	2158.286	1164.449	4620.3365	786.097	2503.709
INT_STITCHED_232	chr1	72288990	72289859	NM_001005423	NO	3595.922	1891.7261	8191.5416	878.7328	0	441.2782	1313.8411	1370.2392	1090.5081
INT_STITCHED_233	chr1	72311853	72312556	NM_023523	NO	601.8383	298.4235	476.4934	27.2061	45.3435	80.142	165.205	975.4828	168.6497
INT_STITCHED_234	chr1	72359403	72360070	NM_009533	NO	1279.973	587.0934	821.6106	475.1708	800.6001	756.5781	803.0013	356.3114	1280.1731
INT_STITCHED_235	chr1	72537197	72537924	NM_001045533	NO	795.338	491.8882	854.8066	92.8379	28.9346	0	2.0356	12.8679	615.3328
INT_STITCHED_236	chr1	72718401	72719550	NM_176980	NO	1914.6936	1838.6298	1180.9422	226.4679	66.642	743.5179	511.4199	1169.9118	504.2961
INT_STITCHED_238	chr1	72873970	72875037	NM_008342	NO	879.208	696.6443	704.4334	955.3918	6153.389	1521.3286	1790.1059	1109.7867	763.1184
INT_STITCHED_239	chr1	72991514	73007422	NM_009407	NO	2230.3016	2987.5224	8324.6564	3730.426	1399.904	979.9328	1842.1464	4541.734	3884.7336
INT_STITCHED_240	chr1	73134049	73135503	NM_009407	NO	1080.9036	1550.4002	995.6992	162.7026	0	198.1802	185.9666	665.932	63.5398
INT_STITCHED_241	chr1	73547190	73547718	NR_003202	NO	576.312	730.0128	382.3776	0	480.5328	0	0	430.3728	487.7136
INT_STITCHED_242	chr1	74157839	74158473	NM_027884	NO	1003.5586	703.106	1207.77	486.1512	4163.0976	1683.904	1003.5586	217.5254	1721.7538
INT_STITCHED_243	chr1	74226026	74226560	NM_178241	NO	680.85	286.7046	293.1126	22.962	315.1668	12.549	114.1158	80.9544	187.8612
INT_STITCHED_244	chr1	74291927	74292608	NM_029711	NO	586.4772	772.935	2240.6943	0	126.7341	0	99.9027	1194.6102	297.8013
INT_STITCHED_245	chr1	74354703	74355378	NM_027154	NO	949.86	673.4475	1491.2775	28.755	0	772.6725	115.56	765.45	549.6525
INT_STITCHED_246	chr1	74390557	74391406	NM_019999	NO	1482.1842	623.5905	2363.9556	76.2402	298.4235	174.045	217.9383	1052.1657	184.0632
INT_STITCHED_247	chr1	74502024	74502855	NM_009509	NO	881.9403	856.1793	634.3023	85.4268	0	56.6742	190.1328	472.839	74.0421
INT_STITCHED_248	chr1	74871159	74872294	NM_009872	NO	4525.3585	4528.65	3324.3015	41.314	2070.24	1342.251	1872.1825	1132.276	3083.568
INT_STITCHED_249	chr1	75073386	75074201	NM_029342	NO	823.476	680.199	2845.2465	581.747	0	0	168.216	661.8615	448.4945
INT_STITCHED_250	chr1	75477134	75477769	NM_177056	NO	703.0085	628.015	407.162	402.59	194.945	0	136.144	455.676	249.809
INT_STITCHED_251	chr1	75508284	75508949	NM_010564	NO	768.9395	765.6145	1618.078	163.723	321.328	1926.3055	746.8615	744.401	1301.405
INT_STITCHED_252	chr1	75585302	75598900	NM_009208	NO	3365.505	1686.152	2382.3696	500.4064	1414.192	1045.6862	1319.006	6437.2932	4524.0546
INT_STITCHED_253	chr1	75613198	75613953	NM_009208	NO	715.891	751.527	802.263	0	77.765	0	57.682	0	273.6875
INT_STITCHED_254	chr1	75659125	75664905	NM_009208	NO	1243.278	1535.746	1846.71	91.902	294.78	550.256	492.456	1720.706	1597.592
INT_STITCHED_255	chr1	75800770	75801597	NM_009208	NO	2007.5425	1677.2387	1470.7368	175.8202	1890.1912	5.9544	373.0597	646.4659	226.4326
INT_STITCHED_256	chr1	75842667	75843206	NM_009208	NO	556.8409	423.3306	665.665	73.1423	476.5299	0	132.9174	531.9391	211.5575
INT_STITCHED_257	chr1	75859303	75859854	NM_009208	NO	442.7836	612.8773	490.1696	58.9019	0	0	97.0862	13.775	136.1521
INT_STITCHED_258	chr1	75884841	75885754	NM_009208	NO	1190.7346	867.9891	1722.9223	311.6069	650.6951	259.0181	237.38	628.6918	881.1363
INT_STITCHED_259	chr1	76025299	76033378	NM_009208	NO	2511.7611	2023.7895	4201.8879	971.9037	1754.7588	386.9841	532.4061	3040.9356	2234.6514
INT_STITCHED_260	chr1	76904125	76904645	NM_007936	NO	338.884	545.74	689.728	267.54	386.828	48.828	115.492	54.08	310.596
INT_STITCHED_261	chr1	77436837	77469855	NM_007936	NO	10100.2062	8096.0136	13022.2992	6636.618	19398.075	10658.2104	5464.479	22789.0236	9251.6436
INT_STITCHED_262	chr1	77493309	77499912	NM_007936	NO	2522.346	1541.1402	2077.3038	1333.1457	3787.4808	351.2796	1523.9724	2505.1782	1739.8905
INT_STITCHED_263	chr1	77598156	77598677	NM_007936	NO	386.2173	309.7345	943.9999	0	43.0346	0	0	116.3393	45.5354
INT_STITCHED_264	chr1	77626231	77626826	NM_007936	NO	1871.513	1858.542	566.44	304.521	0	32.725	135.7195	695.8525	342.1845
INT_STITCHED_265	chr1	78116341	78117104	NM_008781	NO	2529.4213	1874.9199	2092.6801	146.5723	361.8146	0	248.2802	708.9796	831.2122
INT_STITCHED_266	chr1	78164344	78165073	NM_008781	NO	553.311	1811.2005	2698.2477	14.5071	1378.9764	0	110.2248	352.4715	235.9773
INT_STITCHED_267	chr1	79450535	79451237	NM_009129	NO	270.6912	474.903	1931.202	231.309	83.538	0	38.0484	316.6722	800.4204
INT_STITCHED_268	chr1	79598893	79599548	NM_183027	NO	594.0195	714.474	3207.928	0	73.622	0	0	128.904	251.7165
INT_STITCHED_269	chr1	80147071	80147744	NM_173425	NO	975.6481	575.2131	1443.3158	0	217.2444	163.3371	164.6831	124.0339	493.7801
INT_STITCHED_270	chr1	80232602	80234768	NM_173425	NO	4281.7488	3871.725	3046.9122	87.9396	1066.9716	153.786	534.1356	2057.0502	1888.752
INT_STITCHED_271	chr1	80312115	80313073	NM_016716	NO	1529.1596	1592.196	1867.8126	0	166.5004	17.8188	39.1822	308.955	633.717
INT_STITCHED_272	chr1	80399864	80400586	NM_016716	NO	997.8762	1512.3012	3195.2832	0	0	0	57.76	296.5976	630.9558
INT_STITCHED_273	chr1	82004190	82004951	NM_010570	NO	438.4121	446.4026	603.0925	207.2964	1020.8054	119.0965	153.4176	186.7494	444.0435
INT_STITCHED_274	chr1	82816971	82817766	NM_010472	NO	1093.9995	524.4615	1272	280.7145	1826.115	403.9395	485.3475	162.2595	551.9685
INT_STITCHED_275	chr1	82863422	82864000	NM_010472	NO	1268.999	791.9756	1394.8296	263.1634	36.0094	42.0206	40.6912	322.524	175.423
INT_STITCHED_276	chr1	84173546	84174117	NM_001003948	NO	1724.3629	476.6708	1151.4215	291.3813	1354.6404	263.5165	304.6285	102.6087	365.6684
INT_STITCHED_277	chr1	84203566	84214733	NM_001003948	NO	432.1629	293.6921	2132.897	183.1388	0	0	232.2736	1552.213	1086.5491
INT_STITCHED_278	chr1	84267550	84268123	NM_001003948	NO	487.7376	509.7981	1641.072	67.614	0	0	72.5418	168.9777	47.1006
INT_STITCHED_279	chr1	84401987	84402671	NM_001003948	NO	1068.3396	1052.0604	1910.2752	123.3252	1254.5244	91.1088	154.7208	643.8492	337.3488
INT_STITCHED_280	chr1	84546093	84546686	NM_152915	NO	548.4657	867.3811	3671.5595	157.3229	330.1824	0	121.9208	99.1496	792.7817
INT_STITCHED_281	chr1	84633397	84637814	NM_152915	NO	2106.0256	2368.8371	8830.9081	308.7483	3254.0039	645.7654	2298.1651	2443.9261	1523.4233
INT_STITCHED_283	chr1	87640362	87640934	NM_177055	NO	332.332	557.986	574.4024	55.5412	52.624	0	77.2772	89.4036	122.7512
INT_STITCHED_284	chr1	87920884	87921540	NM_027300	NO	415.5104	975.144	829.3808	0	0	89.1504	301.8912	177.2512	152.3888
INT_STITCHED_285	chr1	87959141	87959957	NM_027357	NO	581.8896	502.7376	424.5648	188.7408	82.9056	369.24	195.6768	740.112	450.432
INT_STITCHED_286	chr1	88078732	88085159	NM_027456	NO	1844.549	2664.6342	2675.5601	577.7873	13316.1013	3365.1772	1463.4279	3346.5389	996.185
INT_STITCHED_287	chr1	88097768	88098465	NM_027456	NO	2037.7492	2211.9992	3761.5696	0	127.6904	101.6226	113.1928	866.5801	206.2423
INT_STITCHED_288	chr1	88132818	88133652	NM_145222	NO	468.1242	621.9138	976.6974	494.145	431.9286	856.0176	362.79	731.0844	563.5338
INT_STITCHED_289	chr1	88191384	88191870	NM_145222	NO	284.1156	274.7358	870.9606	176.7096	635.0076	397.6938	367.3188	345.9348	123.5898
INT_STITCHED_290	chr1	88204615	88208596	NM_145222	NO	8709.2337	5824.203	7821.0726	2382.6285	6235.4403	7786.836	5477.0598	2387.8038	13646.0718
INT_STITCHED_291	chr1	88245025	88246107	NR_028478	NO	1394.157	1924.1206	7095.756	1288.9866	300.4714	143.2568	653.3116	1499.3274	2052.554
INT_STITCHED_292	chr1	88385051	88385945	NM_008972	NO	1308.5478	1427.1816	1122.7746	1091.127	1450.515	2094.4632	2328.5124	727.8054	1169.799
INT_STITCHED_293	chr1	88446667	88447361	NM_008972	NO	895.26	1047.1072	1373.3566	0	0	0	0	959.2468	90.2894
INT_STITCHED_294	chr1	88543936	88544670	NM_010933	NO	683.0604	584.1906	1353.6428	1447.5214	4067.5344	0	573.0338	247.8718	722.8432
INT_STITCHED_295	chr1	88615654	88616405	NM_153530	NO	1619.5315	472.9047	387.8915	200.6672	4401.8363	545.6766	709.0191	1229.6123	196.2363
INT_STITCHED_296	chr1	88814555	88815146	NM_007433	NO	471.0861	857.541	1478.2092	0	0	0	88.8273	428.5341	195.6801
INT_STITCHED_297	chr1	89121170	89127839	NM_001039169	NO	8611.6797	9575.3502	9099.1836	660.8979	3294.486	7345.2366	2564.8974	8482.968	5792.0265
INT_STITCHED_298	chr1	89209628	89210875	NM_146112	NO	2700.3785	1035.7582	1583.1912	257.3808	3028.5889	284.8148	1047.3553	1510.8652	2526.0479
INT_STITCHED_299	chr1	89329250	89329885	NM_028473	NO	510.7305	376.3645	1286.383	0	0	0	0	58.039	0
INT_STITCHED_300	chr1	89580724	89581195	NM_010566	NO	598.1229	402.9405	493.3254	99.4752	0	212.5623	139.6044	168.7593	170.3607
INT_STITCHED_301	chr1	89625401	89626230	NM_029846	NO	1929.1659	1979.7349	1636.1973	408.0338	683.0131	180.9707	694.2875	1106.5492	464.4887
INT_STITCHED_302	chr1	90329114	90329499	NM_029269	NO	550.55	439.824	602.756	2.1175	0	0	77.1155	397.5895	282.4745
INT_STITCHED_303	chr1	90363134	90363745	NM_008132	NO	506.519	1044.199	1761.3297	540.3073	416.8242	0	11.2424	445.1135	813.241
INT_STITCHED_304	chr1	90509284	90510238	NM_177305	NO	1627.1424	1172.2752	1877.5674	593.0064	595.3914	879.0156	735.057	716.6448	881.2098
INT_STITCHED_305	chr1	90565168	90566043	NM_177305	NO	2919	2093.6125	3360.7875	300.65	224.7	877.8	668.15	390.3375	643.5625
INT_STITCHED_306	chr1	90670651	90671446	NM_177305	NO	675.9885	843.972	841.6665	0	22.9755	0	87.291	261.6345	366.5745
INT_STITCHED_307	chr1	90703268	90706995	NM_177305	NO	2305.5222	1321.5942	2486.2817	716.3294	3123.5987	260.1446	1592.9198	3033.778	1570.1851
INT_STITCHED_308	chr1	90735967	90736773	NM_177305	NO	460.629	492.7884	809.8688	373.581	0	60.853	272.1056	284.115	629.083
INT_STITCHED_309	chr1	90820730	90821458	NM_133816	NO	1046.9368	952.0784	2250.0296	712.8576	340.0488	286.3952	662.2616	292.1464	598.78
INT_STITCHED_310	chr1	90853900	90854596	NM_133816	NO	442.5168	431.1024	834.2952	5.1504	462.7704	120.06	146.3688	448.1544	514.344
INT_STITCHED_311	chr1	90921601	90922210	NM_133816	NO	775.1961	378.4326	564.4212	447.7977	3800.2209	262.4181	653.7006	782.4432	274.5981
INT_STITCHED_312	chr1	91179130	91179603	NM_178119	NO	434.3559	445.5187	745.2115	89.8227	108.0332	77.2882	70.5716	56.4289	154.8602
INT_STITCHED_313	chr1	91361975	91362648	NM_178119	NO	706.3135	493.0398	1051.3606	412.1452	367.458	666.6065	853.9697	760.5573	333.4042
INT_STITCHED_314	chr1	91652578	91653415	NR_015540	NO	1338.1119	360.8307	754.2207	966.1491	444.447	0	276.1263	1136.8971	446.2884
INT_STITCHED_316	chr1	91819328	91831892	NM_010262	NO	2531.646	1110.6576	2524.1076	1579.2948	609.354	7736.9112	3084.462	5100.984	5505.5448
INT_STITCHED_317	chr1	91956379	91957147	NM_139152	NO	539.52	420.7872	436.6848	32.7936	1514.6496	140.3904	280.1664	1189.0944	741.504
INT_STITCHED_318	chr1	92098794	92106028	NM_007722	NO	1574.1184	1343.3538	1516.2464	2617.9846	1945.2226	3812.318	2378.5392	3879.5942	5410.3086
INT_STITCHED_319	chr1	92225588	92226256	NM_007722	NO	418.836	464.1264	519.5036	48.2964	357.1796	102.538	94.7892	137.608	188.5096
INT_STITCHED_320	chr1	92301482	92302354	NM_133805	NO	656.4416	907.4032	2242.9584	534.2744	10597.3288	363.624	521.2816	445.156	791.776
INT_STITCHED_321	chr1	92371461	92371980	NM_133805	NO	516.3012	394.959	414.4734	0	0	57.6609	129.4905	164.523	50.7063
INT_STITCHED_322	chr1	92389855	92390616	NM_133805	NO	609.0283	711.535	1461.4244	64.3045	613.5943	258.5878	103.0394	266.0456	177.9218
INT_STITCHED_323	chr1	92415831	92425089	NM_133805	NO	2205.2556	3622.6554	5433.5202	1690.5108	4584.5616	5277.9858	2946.8214	5751.9954	2617.2366
INT_STITCHED_324	chr1	92935056	92935842	NM_008515	NO	907.5156	777.8256	2132.9682	0	233.2848	67.6746	133.7772	463.347	193.0416
INT_STITCHED_325	chr1	93207801	93208616	NM_001033292	NO	1038.5545	676.45	954.1205	102.7715	0	33.252	147.9225	611.6575	183.9455
INT_STITCHED_326	chr1	93662192	93675270	NM_007855	NO	1141.7094	980.85	2666.6042	1575.899	0	176.553	1182.2512	1479.1218	1794.3016
INT_STITCHED_327	chr1	94015751	94016544	NM_207225	NO	542.5706	1032.4067	2114.931	124.9768	4810.8138	392.2971	495.8629	832.0156	390.5525
INT_STITCHED_328	chr1	94328448	94329194	NM_024197	NO	2151.2402	1260.0686	869.09	0	186.2762	3336.112	823.7332	704.2986	726.977
INT_STITCHED_329	chr1	94603660	94604499	NM_153114	NO	437.3707	525.0462	1125.938	57.052	151.2717	75.0905	97.2401	116.7888	798.8119
INT_STITCHED_330	chr1	94634136	94634796	NM_153114	NO	1321.914	304.392	1234.86	341.352	19.536	0	68.31	66.792	61.116
INT_STITCHED_331	chr1	94785466	94785810	NM_172850	NO	122.7048	166.8056	240.5248	387.1032	225.5608	86.86	130.72	378.3656	351.8432
INT_STITCHED_332	chr1	95376908	95377612	NM_001159719	NO	683.7952	1019.04	2127.136	147.2064	66.5984	0	96.0256	498.9248	90.7456
INT_STITCHED_333	chr1	96194784	96195360	NM_008798	NO	490.8096	716.4288	1571.3856	0	83.9808	14.2848	48.96	0	383.2128
INT_STITCHED_334	chr1	96889771	96890369	NM_026321	NO	533.2964	322.8602	1029.9952	0	0	0	0	256.542	363.584
INT_STITCHED_335	chr1	96926907	96927568	NM_026321	NO	807.5437	1758.1939	3584.0742	11.1709	0	0	74.8252	62.5306	244.8344
INT_STITCHED_336	chr1	97498543	97499181	NM_009183	NO	664.9874	1139.0852	1903.7282	0	0	0	0	0	377.696
INT_STITCHED_337	chr1	97639642	97640127	NM_009183	NO	544.461	560.7085	613.816	5.141	0	0	63.923	151.7565	163.2025
INT_STITCHED_338	chr1	98379447	98379881	NM_172658	NO	548.0986	609.9002	671.0074	21.8736	510.0802	13.237	71.0458	0	172.515
INT_STITCHED_339	chr1	98771158	98773296	NM_172658	NO	1852.7908	2588.4766	1451.9158	1043.5578	0	551.1764	705.1124	1650.9636	1333.8982
INT_STITCHED_340	chr1	99519148	99519918	NM_133825	NO	1197.273	517.209	1313.158	0	0	0	0	145.299	278.432
INT_STITCHED_341	chr1	99969502	99970309	NM_013626	NO	2312.7813	1828.0164	2868.8043	53.4234	2652.0441	208.206	345.7188	1035.9459	753.2538
INT_STITCHED_342	chr1	99983100	99989373	NM_013626	NO	1921.4199	1340.5401	2831.6322	230.2191	329.9598	0	269.1117	2443.9608	512.5041
INT_STITCHED_343	chr1	101867212	101867735	NM_172851	NO	253.8119	731.8862	480.4801	0	48.639	0	29.8633	221.3336	745.4842
INT_STITCHED_344	chr1	102774486	102775329	NM_172851	NO	1673.9451	1701.7641	5321.9433	294.9657	0	34.9845	543.0606	359.3709	1570.4247
INT_STITCHED_345	chr1	103524896	103525607	NM_172851	NO	723.5136	902.97	1540.2393	0	0	0	74.2995	424.1115	259.515
INT_STITCHED_346	chr1	103653034	103654283	NM_172851	NO	1736.6096	1805.4295	2961.379	948.9902	1306.0793	532.5736	414.0435	651.1037	1821.2918
INT_STITCHED_347	chr1	103815262	103815836	NM_172851	NO	409.6638	460.9794	484.169	9.9876	0	0	13.7186	13.1446	596.0416
INT_STITCHED_348	chr1	104990515	104990976	NM_011800	NO	587.9133	1115.62	494.7913	31.9934	0	51.7242	0	275.7702	325.927
INT_STITCHED_349	chr1	105368051	105369654	NM_011800	NO	1073.3688	1331.6121	1520.1249	838.6896	1027.523	224.2597	411.0092	1484.0574	1045.7972
INT_STITCHED_350	chr1	106711822	106712271	NM_011800	NO	348.5587	195.9436	569.0177	0	0	0	102.5516	361.3552	88.3632
INT_STITCHED_351	chr1	106908919	106910374	NM_011800	NO	687.924	1429.392	1880.151	191.3325	1698.858	423.5505	331.74	2182.9365	1363.1895
INT_STITCHED_352	chr1	106967348	106968200	NM_178779	NO	2217.756	414.072	1708.0044	399.162	473.7972	210.87	196.0452	743.1996	915.8148
INT_STITCHED_353	chr1	106991460	106992288	NM_178779	NO	2056.752	2012.2884	1397.3328	176.1984	1670.49	212.8788	214.9488	1062.6552	268.6032
INT_STITCHED_354	chr1	107387705	107388687	NM_178779	NO	1697.387	1626.2902	1361.4448	9.6236	1296.1418	19.149	433.8476	812.2122	187.4638
INT_STITCHED_355	chr1	107418961	107419295	NM_013784	NO	715.094	302.9714	569.7706	835.8016	61.8234	0	261.355	426.9188	131.6628
INT_STITCHED_356	chr1	107954675	107955332	NM_001122676	NO	270.8154	464.3019	1230.6924	0	43.5591	116.0262	0	186.1281	297.6867
INT_STITCHED_357	chr1	108005699	108006186	NM_133821	NO	456.1242	405.9632	744.5256	73.6831	608.3604	37.499	90.4359	177.8524	173.9564
INT_STITCHED_358	chr1	108073359	108073939	NM_133821	NO	865.128	723.144	2093.858	0	0	0	0	151.322	131.602
INT_STITCHED_359	chr1	108118552	108119132	NM_133821	NO	256.708	444.164	836.128	0	0	0	0	365.226	563.702
INT_STITCHED_360	chr1	108175071	108175801	NM_133821	NO	557.647	755.258	1739.663	529.761	0	124.684	150.672	331.201	213.014
